sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	branch_major_color	geometry_size	geometry	root_rtt_dist	clade_rtt_dist	branch_length	branch_length_sub	node_type	branch_support	branch_support_conf_category	branch_support_conf_char	country_date_strain	province_date_strain	rate	rate_hpd	rate_sub	rate_sub_year	height	height_hpd	timetree_num_date	timetree_num_date_confidence	continuous_geo	continuous_geo_coord	continuous_geo_lat	continuous_geo_lon	baseline_pst	depleted_pla	ratio_pla_pst	cluster_pla_pst
NODE28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.700683846784784	0.5255167494494479	internal	4.43284079546717	LOW	NA	NA	NA	4.535641485957626e-08	[1.1988533383953828e-09, 1.0853841919375774e-07]	4.535641485957626e-08	0.19458654891244884	247.16677602612262	[188.50771841025232, 326.1498975218443]	1559	[1480, 1617]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7706225219745306	0.3029501653312981	internal	8.121319853349629	LOW	NA	NA	NA	3.988146590103247e-08	[3.0963532206812993e-09, 9.74609209680895e-08]	3.988146590103247e-08	0.17109810903876885	248.21356626557687	[185.17867517680259, 334.9925701497202]	1557	[1471, 1621]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.5278432389686145	1.5435747251810945	internal	100.0	HIGH	*	NA	NA	4.77950582575059e-08	[3.774436110990781e-09, 1.1261455325412909e-07]	4.77950582575059e-08	0.20504873390437106	342.17470862392344	[285.3394147377454, 419.116436175345]	1464	[1387, 1520]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.755215631230272	0.5806635034104901	internal	48.59460059993335	LOW	NA	NA	NA	3.604255362786685e-08	[1.7019301637874386e-09, 8.682845987188683e-08]	3.604255362786685e-08	0.15462853812745106	333.898865996355	[273.9812953253336, 414.4589855492042]	1472	[1391, 1532]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.922472525335024	3.937372406216403	internal	100.0	HIGH	*	NA	NA	5.423361814642355e-08	[5.029167648033684e-09, 1.2468933081364777e-07]	5.423361814642355e-08	0.2326712246287693	321.49702046735814	[257.0953659654192, 401.08254189125415]	1484	[1405, 1549]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.018208094648685	2.422191148635108	internal	100.0	HIGH	*	NA	NA	4.697800789024744e-08	[3.627408750869715e-09, 1.0934160555672197e-07]	4.697800789024744e-08	0.2015434521984713	309.4788123727094	[243.5238398346141, 393.9304636043135]	1496	[1412, 1562]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.589602619796324	1.6886762063273897	internal	100.0	HIGH	*	NA	NA	5.186247636814881e-08	[4.637097014530222e-09, 1.2125340958924078e-07]	5.186247636814881e-08	0.2224986327904355	334.5851060041271	[278.5782193203893, 411.3241394442388]	1471	[1394, 1527]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.308064763066568	0.7538506013084556	internal	51.63870681035441	LOW	NA	NA	NA	3.310358095950898e-08	[8.940664604803247e-10, 8.252956376778525e-08]	3.310358095950898e-08	0.1420198575107328	322.3907449270382	[258.1250730519557, 407.26718235780135]	1483	[1398, 1548]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7918842318184716	0.29442468593605603	internal	24.352849683368515	LOW	NA	NA	NA	3.8299241756427525e-08	[2.0368865451431475e-09, 9.247757142366658e-08]	3.8299241756427525e-08	0.16431010480920566	321.4926244513882	[254.7564421959135, 405.4477507060415]	1484	[1400, 1551]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96.31112455273072	69.83604432346254	internal	100.0	HIGH	*	NA	NA	1.6901649117223964e-07	[7.889356404289177e-08, 2.8829519999031583e-07]	1.6901649117223964e-07	0.7251088038664426	232.96591668832986	[170.22944675182862, 312.5055726367503]	1573	[1493, 1635]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.122494383597283	2.1743680846153843	internal	69.51449838906788	LOW	NA	NA	NA	5.55578413759498e-08	[4.7652004531777e-09, 1.2735362872456068e-07]	5.55578413759498e-08	0.2383523621044931	215.47136135978843	[156.5372535182035, 290.43006455787486]	1590	[1515, 1649]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.463234708274314	2.0317187137126087	internal	15.53160759915565	LOW	NA	NA	NA	4.52609345121805e-08	[2.960334377698993e-09, 1.1022473819342197e-07]	4.52609345121805e-08	0.19417692237238335	208.0892639267596	[151.873029542234, 280.0787102177355]	1598	[1526, 1654]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.4800624731867917	0.6716858404062132	internal	23.35296078213532	LOW	NA	NA	NA	4.498886700600201e-08	[3.272518221555258e-09, 1.0741187914261145e-07]	4.498886700600201e-08	0.1930097076076716	204.1635902177201	[146.43120503126886, 285.67947438150316]	1602	[1520, 1659]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.786773960679028	3.1624513516908217	internal	69.51449838906788	LOW	NA	NA	NA	3.9237158302894734e-08	[2.4666634515554103e-09, 9.046931088468563e-08]	3.9237158302894734e-08	0.16833392248769669	188.44566974718063	[121.63558881325639, 270.6330983906504]	1617	[1535, 1684]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73.76537538378628	16.579072608821487	internal	100.0	HIGH	*	NA	NA	5.238821244568008e-08	[1.192790168939097e-08, 9.952048319456041e-08]	5.238821244568008e-08	0.22475412783523352	131.29127296026724	[68.94651226117332, 207.59045252904997]	1674	[1598, 1737]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.09627701116453	4.6229378078144885	internal	100.0	HIGH	*	NA	NA	4.1291950729763136e-08	[2.6505130488166767e-09, 9.412302514428368e-08]	4.1291950729763136e-08	0.17714932309450496	105.1949959491027	[41.46678498233081, 180.9104256514633]	1700	[1625, 1764]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.749515854267955	5.503546800219898	internal	100.0	HIGH	*	NA	NA	4.4620869788917945e-08	[5.13439105863198e-09, 1.0051241896033794e-07]	4.4620869788917945e-08	0.19143093845884293	102.54175710599928	[50.866416242647745, 177.87373855065306]	1703	[1628, 1755]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.597063358867631	2.333007856511572	internal	100.0	HIGH	*	NA	NA	5.666354514477135e-08	[4.818594102922947e-09, 1.303693528670221e-07]	5.666354514477135e-08	0.24309601481956314	92.94469374713164	[44.92340368976829, 166.37894097195522]	1713	[1639, 1761]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0092437696578287	0.1888851863975996	internal	31.029885568270192	LOW	NA	NA	NA	4.3624225063147686e-08	[2.2070700620158976e-09, 1.0880162413617022e-07]	4.3624225063147686e-08	0.18715516714226405	90.32322905173191	[44.19821780401924, 164.99067783500874]	1715	[1641, 1761]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.733231160612561	0.5775037131241375	internal	50.87212531940896	LOW	NA	NA	NA	4.924978295275473e-08	[2.5593649016574355e-09, 1.1863612584422835e-07]	4.924978295275473e-08	0.21128974433128794	86.52206964476281	[41.60350819458728, 159.3617152259509]	1719	[1646, 1764]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
