Laboratory ID	Individual ID	Element Used	Country	Province	Municipality	Cemetery	Cemetery/phase date range	Site code	Time Point	Arm Position	Dating technique	Individual date range	Julia Adjustments - Jesper to review	Jesper Finalized	Included in analyses	cMYC copies per uL (avg)	pla Positive PCR Replicates	Plague Status
LP222	G.72	Tooth	Denmark	Region Zealand	Lolland Municipality	Refshale	1100-1350 AD	Refshale	BD	B	Arm position	?	1100 - 1350 AD	1250 - 1400	Plague PCR detection			
LP172	G.78	Tooth	Denmark	Region Zealand	Lolland Municipality	Refshale	1100-1350 AD	Refshale	Pre-BD	B	Arm position	1100-1350 AD	1100 - 1350 AD	1250 - 1400	Plague PCR detection		1	
LP206	G.79	Tooth	Denmark	Central Denmark Region	Horsens Municipality	Tirup	1150-1350 AD	VKH 1201	BD	B	Arm position	?	1290-1350 AD	1290-1350 AD	Plague PCR detection			
LD66	G.819	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Gra?brødre	1250-1560 AD	ASR 1015	Post-BD	CC	Arm position	1350-1560 AD	1350 - 1450 AD	1400 - 1536	"GWAS, exon, neutral, Plague PCR Detection"	88.5		
LD67	G.841	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Gra?brødre	1250-1560 AD	ASR 1015	Post-BD	DD	Arm position	1350-1560 AD	1450 - 1536 AD	1400 - 1536	"GWAS, exon, neutral, Plague PCR Detection"	24.7	1	
LD81	G.855	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Sct Mathias	1100-1529 AD	VSM 855F	Pre-BD	Pre (AA)	Stratigraphic	1100-1350 AD	1100 - 1250 AD	1100 - 1250 AD	Plague PCR detection			
LD82	G.857	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Sct Mathias	1100-1529 AD	VSM 855F	Pre-BD	Pre (AA)	Arm position	1100-1350 AD	1100 - 1250 AD	1100 - 1250 AD	Plague PCR detection			
LR33	G.86	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Sct Drotten	1100-1529 AD	VSM 902F 	Pre-BD	Pre-1300	Arm position & stratigraphy	1100-1350 AD	1100 - 1300 AD	1100 - 1300 AD	Plague PCR detection			
LR39	G.860	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Gra?brødre	1250-1560 AD	ASR 1015	Post-BD	BC	Arm position	1350-1560 AD	1350 - 1450 AD	1400 - 1536	Plague PCR detection		5	
LD118	G.861	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Sct Mathias	1100-1529 AD	VSM 855F	Pre-BD	Pre (AA)	"Burial style, stratigraphy, location"	1100-1350 AD	1100 - 1250 AD	1100 - 1250 AD	Plague PCR Detection			
LD75	G.861 x1035	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Gra?brødre	1250-1560 AD	ASR 1015	Post-BD	CC	Arm position	1350-1560 AD	1350 - 1450 AD	1400 - 1536	"GWAS, exon, neutral, Plague PCR Detection"	14.5	6	Positive
LD119	G.869	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Sct Mathias	1100-1529 AD	VSM 855F	Pre-BD	Pre (AA)	Arm position	1100-1350 AD	1100 - 1250 AD	1100 - 1250 AD	Plague PCR Detection			
LD76	G.87 x251	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Gra?brødre	1250-1560 AD	ASR 1015	Post-BD	DD	Arm position	1350-1560 AD	1450 - 1536 AD	1400 - 1536	Plague PCR detection			
LR40	G.889	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Gra?brødre	1250-1560 AD	ASR 1015	Post-BD	CC	Arm position	1350-1560 AD	1350 - 1450 AD	1400 - 1536	Plague PCR detection			
LD68	G.89 x265	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Gra?brødre	1250-1560 AD	ASR 1015	Post-BD	DC	Arm position	1350-1560 AD	1450 - 1536 AD	1400 - 1536	"GWAS, exon, neutral, Plague PCR Detection"	18.4		
LR41	G.907	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Gra?brødre	1250-1560 AD	ASR 1015	Post-BD	BC	Arm position	1350-1560 AD	1350 - 1450 AD	1400 - 1536	Plague PCR detection			
LR42	G.916	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Gra?brødre	1250-1560 AD	ASR 1015	Post-BD	BC	Arm position	1350-1560 AD	1350 - 1450 AD	1400 - 1536	Plague PCR detection			
LD69	G.99 x286	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Gra?brødre	1250-1560 AD	ASR 1015	Post-BD	DC	Arm position	1350-1560 AD	1450 - 1536 AD	1400 - 1536	Plague PCR detection			
LD106	G.DO x163	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Faldborg	1100-1555 AD	VSM 29F	Post-BD	Post (AC)	Arm position	1350-1600 AD	1225 - 1555 AD	1225 - 1555 AD	Plague PCR detection			
LD49	GIF x375	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Faldborg	1100-1555 AD	VSM 29F	Post-BD	After	Arm position	1350-1600 AD	1350 - 1555 AD	1350 - 1555 AD	"GWAS, exon, neutral, Plague PCR Detection"	233		
LD43	GKO 419	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Faldborg	1100-1555 AD	VSM 29F	Post-BD	Post (CC)	Arm position	1350-1600 AD	1225 - 1555 AD	1225 - 1555 AD	Plague PCR detection			
LD45	GKU x433	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Faldborg	1100-1555 AD	VSM 29F	Post-BD	CD	Arm position	1350-1600 AD	1325 - 1555 AD	1325 - 1555 AD	"GWAS, exon, neutral, Plague PCR Detection"	9.7		
LP152	GL	Tooth	Denmark	Central Denmark Region	Aarhus Municipality	Nordby	1050-1250 AD	FHM 3970	Pre-BD	Pre	Cemetery Dating	1050-1250 AD	1050-1250 AD	1050-1250 AD	Plague PCR detection		1	
LD52	Gr FO x241	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Faldborg	1100-1555 AD	VSM 29F	Pre-BD	Pre (A)	Arm position	1100-1350	1000 - 1250 AD	1000 - 1250 AD	Plague PCR detection			
LD46	Gr FS x192	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Faldborg	1100-1555 AD	VSM 29F	Post-BD	Post (C/)	Arm position	1350-1600 AD	1225 - 1555 AD	1225 - 1555 AD	Plague PCR detection			
LD51	Gr GC x15	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Faldborg	1100-1555 AD	VSM 29F	Post-BD	After	Arm position	1350-1600 AD	1350 - 1555 AD	1350 - 1555 AD	"GWAS, exon, neutral, Plague PCR Detection"	0.7	6	Positive
LD50	Gr GM 301-1	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Faldborg	1100-1555 AD	VSM 29F	Pre-BD	Pre (BB)	Arm position	1100-1350	1100 - 1375 AD	1100 - 1375 AD	Plague PCR detection			
LR19	Gr GM 301-2	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Faldborg	1100-1555 AD	VSM 29F	Pre-BD	Pre (BB)	Arm position	1100-1350 AD	1100 - 1375 AD	1100 - 1375 AD	Plague PCR detection			
LD47	Gr GV 211	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Faldborg	1100-1555 AD	VSM 29F	Post-BD	Post	Arm position	1350-1600 AD	1350 - 1555 AD	1350 - 1555 AD	Plague PCR detection			
LR20	Gr HF 287	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Faldborg	1100-1555 AD	VSM 29F	Pre-BD	Pre (AA)	Arm position	1100-1350 AD	1000 - 1250 AD	1000 - 1250 AD	Plague PCR detection		1	
LR21	Gr ID 319	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Faldborg	1100-1555 AD	VSM 29F	Post-BD	Post	Arm position	1350-1600 AD	1350 - 1555 AD	1350 - 1555 AD	Plague PCR detection		6	Positive
LR18	Gr IS 454	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Faldborg	1100-1555 AD	VSM 29F	Post-BD	Post	Arm position	1350-1600 AD	1325 - 1555 AD	1325 - 1555 AD	Plague PCR detection			
LD42	Gr JK 318	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Faldborg	1100-1555 AD	VSM 29F	Post-BD	Post (CC)	Arm position	1350-1600 AD	1225 - 1555 AD	1225 - 1555 AD	Plague PCR detection			
LD44	Gr KT X437	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Faldborg	1100-1555 AD	VSM 29F	Post-BD	Post (CD)	Arm position	1350-1600 AD	1325 - 1555 AD	1325 - 1555 AD	Plague PCR detection			
LD53	Gr LE 450	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Faldborg	1100-1555 AD	VSM 29F	Post-BD	Post (D)	Arm position	1350-1600 AD	1325 - 1555 AD	1325 - 1555 AD	Plague PCR detection			
LD48	Gr LH 482	Tooth	Denmark	Central Denmark Region	Viborg Municipality	Faldborg	1100-1555 AD	VSM 29F	Post-BD	Post (CC)	Arm position	1350-1600 AD	1225 - 1555 AD	1225 - 1555 AD	Plague PCR detection			
LP233	K1159 x1159	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	After	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1425 - 1738 AD	"GWAS, exon, neutral, Plague PCR Detection"	168		
LP235	K1167 x1167	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Late - Post	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1425 - 1738 AD	Plague PCR detection		3	
LP237	K1174 x1174	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	After	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1425 - 1738 AD	"GWAS, exon, neutral, Plague PCR Detection"	75.4		
LP242	K1240 x1240	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	After	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1425 - 1738 AD	"GWAS, exon, neutral, Plague PCR Detection"	38.1		
LP249	K1294 x1294	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	After	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1425 - 1738 AD	"GWAS, exon, neutral, Plague PCR Detection"	24		
LP155	Q	Tooth	Denmark	Central Denmark Region	Aarhus Municipality	Nordby	1050-1250 AD	FHM 3970	Pre-BD	Pre	Cemetery Dating	1050-1250 AD	1050-1250 AD	1050-1250 AD	Plague PCR detection		1	
LP153	ROV07 I1254	Tooth	Denmark	Central Denmark Region	Aarhus Municipality	Nordby	1050-1250 AD	FHM 3970	Pre-BD	Pre	Cemetery Dating	1050-1250 AD	1050-1250 AD	1050-1250 AD	Plague PCR detection		2	
LP150	V	Tooth	Denmark	Central Denmark Region	Aarhus Municipality	Nordby	1050-1250 AD	FHM 3970	Pre-BD	Before	Cemetery Dating	1050-1250 AD	1050-1250 AD	1050-1250 AD	"GWAS, exon, neutral, Plague PCR Detection"	20.5		
LP162	X	Tooth	Denmark	Central Denmark Region	Aarhus Municipality	Nordby	1050-1250 AD	FHM 3970	Pre-BD	Pre	Cemetery Dating	1050-1250 AD	1050-1250 AD	1050-1250 AD	Plague PCR detection			
LD104	x1028	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	800-1000 AD	ASR 2391	Pre-BD	Viking	Cemetery Phase	800-1000 AD	850-1050 AD	850-1050 AD	"GWAS, exon, neutral"	200.6		
LP234	x1166	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Late - Post	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1425 - 1738 AD	Plague PCR detection			
LP236	x1169	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	After	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1425 - 1738 AD	"GWAS, exon, neutral, Plague PCR Detection"	232		
LP238	x1177	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	After	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1425 - 1738 AD	"GWAS, exon, neutral, Plague PCR Detection"	88.9		
LP239	x1188	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Late - Post	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1425 - 1738 AD	Plague PCR detection			
LP240	x1207	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Late - Post	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1425 - 1738 AD	Plague PCR detection			
LP241	x1239	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Late - Post	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1425 - 1738 AD	Plague PCR detection			
LP243	x1251	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Late - Post	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1425 - 1738 AD	Plague PCR detection			
LP244	x1257	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Late - Post	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1425 - 1738 AD	Plague PCR detection			
LP245	x1261	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Late - Post	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1425 - 1738 AD	Plague PCR detection			
LP246	x1265	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Late - Post	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1400 - 1536	Plague PCR detection		6	Positive
LP247	x1266	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	After	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1425 - 1738 AD	"GWAS, exon, neutral, Plague PCR Detection"	63.5		
LP248	x1289	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Late - Post	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1425 - 1738 AD	Plague PCR detection			
LP250	x1298	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Late - Post	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1425 - 1738 AD	Plague PCR detection			
LP174	x1305	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Middle - Late	Cemetery Phase	1350-1700 AD	1225 - 1425 AD	1225 - 1425 AD	Plague PCR detection			
LP175	x1321	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Middle - Late	Cemetery Phase	1350-1700 AD	1225 - 1425 AD	1225 - 1425 AD	Plague PCR detection			
LP251	x1325	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Late - Post	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1425 - 1738 AD	Plague PCR detection			
LP176	x1330	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Middle - Late	Cemetery Phase	1350-1700 AD	1425 - 1738 AD	1425 - 1738 AD	Plague PCR detection			
LP177	x1345	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Middle - Late	Cemetery Phase	1350-1700 AD	1225 - 1425 AD	1225 - 1425 AD	Plague PCR detection			
LP178	x1466	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Middle - Late	Cemetery Phase & C14	1350-1700 AD	1225 - 1425 AD	1225 - 1425 AD	Plague PCR detection			
LP179	x1493	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Middle - Late	Cemetery Phase & C14	1350-1700 AD	1225 - 1425 AD	1225 - 1425 AD	Plague PCR detection			
LP180	x1516	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Middle - Late	Cemetery Phase & C14	1350-1700 AD	1225 - 1425 AD	1225 - 1425 AD	Plague PCR detection			
LP181	x1521	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Middle - Late	Cemetery Phase & C14	1350-1700 AD	1225 - 1425 AD	1225 - 1425 AD	Plague PCR detection			
LP182	x1524	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	1000-1700 AD	ASR 13 II	Post-BD	Middle - Late	Cemetery Phase & C14	1350-1700 AD	1225 - 1425 AD	1225 - 1425 AD	Plague PCR detection			
LP183	x1568	Tooth	Denmark	Region of Southern Denmark	Esbjerg Municipality	Ribe Lindega?rden	800-1000 AD	ASR 13 II	Pre-BD	Viking	Cemetery Phase	800-1000 AD	850 - 1050 AD	850 - 1050 AD	"GWAS, exon, neutral"	76.6		
LD23	x2876	Tooth	Denmark	Central Denmark Region	Horsens Municipality	Klosterkirken	1535-1856 AD	HOM 1272	Post-BD	Post-Medieval	Burial Type / Goods	1535-1856 AD	1750 - 1800 AD	1600 - 1800	"GWAS, exon, neutral, Plague PCR Detection"	112.4		
